"ocrSubjNumR","ocrRepNo"
"1.1.3.1","NACA-RM-L52D02"
"1.1.3.1","NACA-TR-1244"
"1.1.3.1","NACA-TR-1245"
"1.1.3.1","NACA-TR-1291"
"1.1.3.1","NACA-TN-3571"
"1.1.3.1","NACA-TR-1293"
"1.1.3.1","NACA-TN-3325"
"1.1.3.1","NACA-TR-1294"
"1.1.3.1","NACA-TN-3326"
"1.1.3.1","NACA-TN-3706"
"1.1.3.1","NACA-TN-3278"
"1.1.3.1","NACA-TN-3759"
"1.1.3.1","NACA-RM-A56G17"
"1.1.3.1","NACA-TN-3768"
"1.1.3.1","NACA-TN-3776"
"1.1.3.1","NACA-TN-3792"
"1.1.3.1","NACA-TN-3804"
"1.1.3.1","NACA-TN-3858"
"1.1.3.1","NACA-TN-3832"
"1.1.3.1","NACA-TN-3840"
"1.1.3.1","NACA-TN-3886"
"1.1.3.1","NACA-TN-3888"
"1.1.3.1","NACA-TN-3890"
"1.1.3.1","NACA-TN-3928"
"1.1.3.1","NACA-TN-3942"
"1.1.3.1","NACA-TN-3869"
"1.1.3.1","NACA-TN-3876"
"1.1.3.1","NACA-TN-3977"
"1.1.3.1","NACA-TN-3969"
"1.1.3.1","NACA-TN-3979"
"1.1.3.1","NACA-TN-4021"
"1.1.3.1","NACA-TN-3943"
"1.1.3.1","NACA-TN-3944"
"1.1.3.1","NACA-TN-4022"
"1.1.3.2","NACA-RM-E51H13"
"1.1.3.2","NACA-RM-L52L01a"
"1.1.3.2","NACA-RM-L53H17a"
"1.1.3.2","NACA-RM-L54C08"
"1.1.3.2","NACA-RM-L54G21"
"1.1.3.2","NACA-TR-1244"
"1.1.3.2","NACA-TN-3133"
"1.1.3.2","NACA-TR-1247"
"1.1.3.2","NACA-TN-3178"
"1.1.3.2","NACA-RM-L54K18"
"1.1.3.2","NACA-RM-L54L15"
"1.1.3.2","NACA-TR-1286"
"1.1.3.2","NACA-TR-1292"
"1.1.3.2","NACA-TN-3561"
"1.1.3.2","NACA-TN-3576"
"1.1.3.2","NACA-TN-3734"
"1.1.3.2","NACA-TN-3278"
"1.1.3.2","NACA-RM-A56G17"
"1.1.3.2","NACA-TN-3761"
"1.1.3.2","NACA-TN-3776"
"1.1.3.2","NACA-TN-3804"
"1.1.3.2","NACA-TN-3811"
"1.1.3.2","NACA-TN-3858"
"1.1.3.2","NACA-TN-3830"
"1.1.3.2","NACA-TM-1420"
"1.1.3.2","NACA-TN-3819"
"1.1.3.2","NACA-TN-3928"
"1.1.3.2","NACA-TN-3942"
"1.1.3.2","NACA-TN-3869"
"1.1.3.2","NACA-TN-3876"
"1.1.3.2","NACA-TN-3977"
"1.1.3.2","NACA-TN-3950"
"1.1.3.2","NACA-TN-3979"
"1.1.3.2","NACA-TN-4021"
"1.1.3.2","NACA-TN-4022"
"1.1.3.3","NACA-RM-L50I18"
"1.1.3.3","NACA-RM-L51J29"
"1.1.3.3","NACA-RM-L52L01"
"1.1.3.3","NACA-RM-L54C08"
"1.1.3.3","NACA-RM-L54E05a"
"1.1.3.3","NACA-RM-L55E06"
"1.1.3.3","NACA-TR-1261"
"1.1.3.3","NACA-TN-3187"
"1.1.3.3","NACA-TR-1292"
"1.1.3.3","NACA-TN-3561"
"1.1.3.3","NACA-TN-3576"
"1.1.3.3","NACA-TN-3709"
"1.1.3.3","NACA-RM-L9K09"
"1.1.3.3","NACA-TN-3763"
"1.1.3.3","NACA-TN-3792"
"1.1.3.3","NACA-TN-3836"
"1.1.3.3","NACA-RM-E51L19"
"1.1.3.3","NACA-TM-1430"
"1.1.3.3","NACA-TN-3974"
"1.1.3.3","NACA-TN-3978"
"1.1.4","NACA-RM-A53D28"
"1.1.4","NACA-TR-1245"
"1.1.4","NACA-RM-A55I15"
"1.1.4","NACA-TN-3683"
"1.1.4","NACA-TN-3776"
"1.1.4","NACA-TN-3928"
"1.1.4","NACA-TN-3997"
"1.1.4","NACA-TN-4025"
"1.1.4.1","NACA-RM-A53D28"
"1.1.4.1","NACA-TN-3706"
"1.1.4.1","NACA-TN-3792"
"1.1.4.1","NACA-TN-3962"
"1.1.4.1","NACA-TN-3965"
"1.1.4.1","NACA-TN-4002"
"1.1.4.1","NACA-TN-4052"
"1.1.4.2","NACA-RM-E53H24"
"1.1.4.2","NACA-RM-L54L15"
"1.1.4.2","NACA-RM-L55E06"
"1.1.4.2","NACA-TR-1293"
"1.1.4.2","NACA-TR-1294"
"1.1.4.2","NACA-TN-3326"
"1.1.4.2","NACA-TN-3706"
"1.1.4.2","NACA-TN-3734"
"1.1.4.2","NACA-TN-3760"
"1.1.4.2","NACA-TN-3766"
"1.1.4.2","NACA-TN-3776"
"1.1.4.2","NACA-TN-3792"
"1.1.4.2","NACA-TN-3811"
"1.1.4.2","NACA-TN-3837"
"1.1.4.2","NACA-TN-3886"
"1.1.4.2","NACA-TN-3893"
"1.1.4.2","NACA-TN-3928"
"1.1.4.2","NACA-TN-3965"
"1.1.4.2","NACA-TN-3934"
"1.1.4.2","NACA-TN-3950"
"1.1.4.2","NACA-TN-3969"
"1.1.4.2","NACA-TN-3971"
"1.1.4.2","NACA-TN-3944"
"1.1.4.3","NACA-TR-1277"
"1.1.4.3","NACA-TN-3407"
"1.1.4.3","NACA-TN-3695"
"1.1.4.3","NACA-TN-3706"
"1.1.4.3","NACA-TN-3278"
"1.1.4.3","NACA-TN-3830"
"1.1.5.1","NACA-RM-57A30"
"1.1.5.2","NACA-TN-3962"
"1.1.6","NACA-TN-3943"
"1.1.6","NACA-TN-3944"
"1.2","NACA-RM-E7I30"
"1.2","NACA-RM-L50G31"
"1.2","NACA-TN-3819"
"1.2","NACA-RM-L53C02"
"1.2.1","NACA-RM-E7I30"
"1.2.1","NACA-TN-3723"
"1.2.1.1","NACA-TR-1274"
"1.2.1.1","NACA-TN-3390"
"1.2.1.1","NACA-TN-3343"
"1.2.1.1","NACA-TN-3748"
"1.2.1.1","NACA-TN-3807"
"1.2.1.1","NACA-TN-3970"
"1.2.1.2","10-PERCENT-THICKWING"
"1.2.1.2","NACA-RM-L50H04"
"1.2.1.2","NACA-RM-A55C02"
"1.2.1.2","NACA-RM-L56D16"
"1.2.1.2","NACA-TN-3963"
"1.2.1.2.1","NACA-RM-A9C07"
"1.2.1.2.1","NACA-TN-3871"
"1.2.1.2.2","NACA-RM-L51D30"
"1.2.1.2.2","NACA-RM-A53K24"
"1.2.1.2.2","NACA-RM-A54B08a"
"1.2.1.2.2","NACA-TN-3903"
"1.2.1.2.2","NACA-TN-3908"
"1.2.1.2.2","NACA-TN-3970"
"1.2.1.2.3","NACA-RM-A53K24"
"1.2.1.2.3","NACA-RM-A54B08a"
"1.2.1.2.3","NACA-RM-H54K03"
"1.2.1.2.3","NACA-RM-L55E25a"
"1.2.1.2.3","NACA-TN-3850"
"1.2.1.2.3","NACA-TN-3871"
"1.2.1.2.5","NACA-RM-L52D02"
"1.2.1.2.5","NACA-RM-A54B0Ba"
"1.2.1.2.5","NACA-RM-E56E11"
"1.2.1.2.5","NACA-TN-3858"
"1.2.1.2.5","NACA-TN-3839"
"1.2.1.2.5","NACA-TN-4038"
"1.2.1.2.5","10-PERCENT-THICKWING"
"1.2.1.2.5","NACA-RM-L50H04"
"1.2.1.2.5","NACA-RM-L52D02"
"1.2.1.2.5","10-PERCENT-THICKWING"
"1.2.1.2.5","NACA-RM-L53D20"
"1.2.1.2.5","NACA-RM-A53K24"
"1.2.1.2.5","NACA-RM-A54B08a"
"1.2.1.2.5","NACA-RM-A55C02"
"1.2.1.2.5","NACA-TN-3876"
"1.2.1.4","NACA-RM-E7I30"
"1.2.1.4","NACA-RM-A55D07"
"1.2.1.4","NACA-TN-3871"
"1.2.1.4","NACA-TN-4038"
"1.2.1.4.1","NACA-RM-A55D07"
"1.2.1.4.1","NACA-RM-L55D29a"
"1.2.1.4.1","NACA-TN-3797"
"1.2.1.4.2","NACA-RM-A55D07"
"1.2.1.4.3","NACA-RM-A55D07"
"1.2.1.4.3","NACA-RM-L55D29a"
"1.2.1.4.4","NACA-RM-L55D29a"
"1.2.1.4.4","NACA-TN-3797"
"1.2.1.4.5","NACA-RM-L55D29a"
"1.2.1.5.1","NACA-RM-L5ID30"
"1.2.1.5.1","NACA-RM-H54K03"
"1.2.1.5.1","NACA-TN-3948"
"1.2.1.5.1","NACA-RM-L52F10"
"1.2.1.5.2","NACA-RM-L50L20"
"1.2.1.5.2","NACA-RM-L52L31"
"1.2.1.5.2","NACA-RM-A54H26a"
"1.2.1.5.2","NACA-RM-A54L22"
"1.2.1.5.2","NACA-TN-3949"
"1.2.1.6","NACA-RM-E7I30"
"1.2.1.6","NACA-RM-L51D30"
"1.2.1.6","NACA-RM-L52D02"
"1.2.1.6","NACA-TR-1291"
"1.2.1.6","NACA-TN-3571"
"1.2.1.6","NACA-TN-3768"
"1.2.1.6","NACA-TN-3804"
"1.2.1.6","RISEACROSSSHOCKSWITHOUTBOUNDARY-"
"1.2.1.6","NACA-TN-3820"
"1.2.1.6","NACA-TN-3832"
"1.2.1.6","NACA-TN-3890"
"1.2.1.6","NACA-TN-3876"
"1.2.1.6","NACA-TN-3971"
"1.2.1.6.1","NACA-TN-3858"
"1.2.1.6.2","NACA-RM-L55D29a"
"1.2.1.6.2","NACA-TN-4038"
"1.2.1.7","NACA-RM-L51D30"
"1.2.1.7","NACA-RM-L52D02"
"1.2.1.7","NACA-RM-L53H04"
"1.2.1.7","NACA-RM-A54B08a"
"1.2.1.7","NACA-TN-3871"
"1.2.1.7","NACA-TN-3963"
"1.2.1.8","10-PERCENT-THICKWING"
"1.2.1.8","NACA-RM-L50H04"
"1.2.1.8","NACA-RM-L52G17"
"1.2.1.8","10-PERCENT-THICKWING"
"1.2.1.8","NACA-RM-L53D20"
"1.2.1.8","NACA-RM-L53G06a"
"1.2.1.8","NACA-RM-A53K24"
"1.2.1.8","NACA-RM-A54B08a"
"1.2.1.8","NACA-RM-L54H23"
"1.2.1.8","NACA-RM-L54I08"
"1.2.1.8","NACA-RM-A55C23"
"1.2.1.8","NACA-TR-1274"
"1.2.1.8","NACA-TN-3390"
"1.2.1.8","NACA-TN-3343"
"1.2.1.8","NACA-TN-3804"
"1.2.1.8","NACA-TN-3807"
"1.2.1.8","NACA-TN-3871"
"1.2.1.8","NACA-TN-3970"
"1.2.1.9","NACA-RM-L54K10"
"1.2.1.9","NACA-TN-3771"
"1.2.1.9","NACA-TM-1427"
"1.2.2","NACA-RM-A50A23"
"1.2.2","NACA-RM-A50I14"
"1.2.2","NACA-RM-A51L21"
"1.2.2","NACA-RM-L52K14"
"1.2.2","NACA-RM-L54E04"
"1.2.2","NACA-RM-L55E20b"
"1.2.2.1","NACA-RM-A8J04"
"1.2.2.1","NACA-RM-A9C16"
"1.2.2.1","NACA-RM-A50J17"
"1.2.2.1","NACA-RM-L53D03"
"1.2.2.1","NACA-RM-L54F22"
"1.2.2.1","NACA-RM-A54H26a"
"1.2.2.1","NACA-RM-L55E12"
"1.2.2.1","NACA-RM-L55D29"
"1.2.2.1","NACA-TR-1275"
"1.2.2.1","NACA-TN-3533"
"1.2.2.1","NACA-RM-A55L08"
"1.2.2.1","NACA-TN-3717"
"1.2.2.1","NACA-TN-3694"
"1.2.2.1","NACA-TN-3738"
"1.2.2.1","NACA-TM-1383"
"1.2.2.1","NACA-TN-3748"
"1.2.2.1","NACA-TN-3864"
"1.2.2.1","NACA-TN-3911"
"1.2.2.1","NACA-TN-3941"
"1.2.2.1","NACA-TN-3938"
"1.2.2.1","NACA-TN-3964"
"1.2.2.1","NACA-TN-3956"
"1.2.2.2","NACA-RM-A50A31a"
"1.2.2.2","NACA-RM-L50H25"
"1.2.2.2","NACA-RM-L50H25a"
"1.2.2.2","NACA-RM-A50K28"
"1.2.2.2","NACA-RM-A50K20"
"1.2.2.2","NACA-RM-A50K21"
"1.2.2.2","NACA-RM-A50K24"
"1.2.2.2","NACA-RM-A50K24a"
"1.2.2.2","NACA-RM-A50K24b"
"1.2.2.2","NACA-RM-A50K27a"
"1.2.2.2","NACA-RM-LSlElOa"
"1.2.2.2","NACA-RM-A51D30"
"1.2.2.2","NACA-RM-L51E11"
"1.2.2.2","NACARMA51H02"
"1.2.2.2","NACA-RM-A51H10"
"1.2.2.2","NACA-RM-L51F25"
"1.2.2.2","NACA-RM-L51G06"
"1.2.2.2","NACA-RM-A51K28"
"1.2.2.2","NACA-RM-L52C25"
"1.2.2.2","NACA-RM-A52D23"
"1.2.2.2","NACARML52E14a"
"1.2.2.2","NACA-RM-L52K21a"
"1.2.2.2","NACA-RM-A52L02"
"1.2.2.2","NACA-RM-L52K04"
"1.2.2.2","NACA-RM-L53F22"
"1.2.2.2","NACA-RM-L53H31"
"1.2.2.2","NACA-RM-A53I21"
"1.2.2.2","NACA-RM-L53J02a"
"1.2.2.2","NACA-RM-L53K20"
"1.2.2.2","NACA-RM-A53J14"
"1.2.2.2","NACA-RM-L54C19"
"1.2.2.2","NACA-RM-L54D15a"
"1.2.2.2","NACA-RM-H55D12"
"1.2.2.2","NACA-RM-L55E12"
"1.2.2.2","NACA-RM-A55C23"
"1.2.2.2","NACA-RM-A55L08"
"1.2.2.2","NACA-TN-3864"
"1.2.2.2","NACA-TN-3872"
"1.2.2.2","NACA-TN-3955"
"1.2.2.2","NACA-RM-L53E26"
"1.2.2.2","NACA-TN-3951RM-L53E06"
"1.2.2.2.1","NACA-RM-A9C07"
"1.2.2.2.1","NACA-RM-A50J17"
"1.2.2.2.1","NACA-RM-L51E10a"
"1.2.2.2.1","NACA-RM-A51D25"
"1.2.2.2.1","NACA-RM-L52A15"
"1.2.2.2.1","NACA-RM-L51L05"
"1.2.2.2.1","NACA-RM-A51L21"
"1.2.2.2.1","NACA-RM-A52C07"
"1.2.2.2.1","NACA-RM-L52C25"
"1.2.2.2.1","NACA-RM-A52D21"
"1.2.2.2.1","NACA-RM-A52E01"
"1.2.2.2.1","NACA-RM-L52G17"
"1.2.2.2.1","NACA-RM-L52H18"
"1.2.2.2.1","NACA-RM-A52J21"
"1.2.2.2.1","NACA-RM-L52K2la"
"1.2.2.2.1","NACA-RM-A52L02"
"1.2.2.2.1","NACA-RM-L53G29a"
"1.2.2.2.1","NACA-RM-A54F18"
"1.2.2.2.1","NACA-RM-A54H12a"
"1.2.2.2.1","NACA-RM-L54H25"
"1.2.2.2.1","NACA-RM-L54L21"
"1.2.2.2.1","NACA-RM-L55F06"
"1.2.2.2.2","NACA-RM-A8J04"
"1.2.2.2.2","NACA-RM-A52D21"
"1.2.2.2.2","NACA-RM-L52D16"
"1.2.2.2.2","NACA-RM-L52F11"
"1.2.2.2.2","NACA-RM-A52J21"
"1.2.2.2.2","NACA-RM-L53D03"
"1.2.2.2.2","NACA-RM-L53F19"
"1.2.2.2.2","NACA-RM-L53H14a"
"1.2.2.2.2","NACA-RM-L53H31"
"1.2.2.2.2","NACA-RM-L53L09"
"1.2.2.2.2","NACA-RM-A54A25"
"1.2.2.2.2","NACA-RM-A54B09"
"1.2.2.2.2","NACA-RM-A54F18"
"1.2.2.2.2","NACA-RM-L54H11"
"1.2.2.2.2","NACA-TR-1234"
"1.2.2.2.2","NACA-TN-3131"
"1.2.2.2.2","NACA-TR-1246"
"1.2.2.2.2","NACA-TN-3079"
"1.2.2.2.2","NACA-TN-3249"
"1.2.2.2.2","NACA-RM-L54L21"
"1.2.2.2.2","NACA-RM-L55A18"
"1.2.2.2.2","NACA-RM-L55E20b"
"1.2.2.2.2","NACA-RM-L55F06"
"1.2.2.2.2","NACA-TN-3438"
"1.2.2.2.2","NACA-TR-1269"
"1.2.2.2.2","NACA-TN-3605"
"1.2.2.2.2","NACA-TN-3794"
"1.2.2.2.2","NACA-RM-A51C27"
"1.2.2.2.2","NACA-TN-3795"
"1.2.2.2.2","NACA-RM-A50F06"
"1.2.2.2.2","NACA-TN-3822"
"1.2.2.2.2","NACA-TN-3863"
"1.2.2.2.2","NACA-TN-3911"
"1.2.2.2.3","NACA-RM-A8J04"
"1.2.2.2.3","NACA-RM-A9C07"
"1.2.2.2.3","NACA-RM-A9C21"
"1.2.2.2.3","NACA-RM-A9E09"
"1.2.2.2.3","NACA-RM-A9D25"
"1.2.2.2.3","NACA-RM-A9J24"
"1.2.2.2.3","NACA-RM-A50A31?^"
"1.2.2.2.3","NACA-RM-L50E16"
"1.2.2.2.3","NACA-RM-L50G31"
"1.2.2.2.3","NACA-RM-A50F09"
"1.2.2.2.3","NACA-RM-L50H25a"
"1.2.2.2.3","NACA-RM-A50G10"
"1.2.2.2.3","NACA-RM-A50H09"
"1.2.2.2.3","NACA-RM-A50K06"
"1.2.2.2.3","NACA-RM-L50L06a"
"1.2.2.2.3","NACA-RM-LSlElOa"
"1.2.2.2.3","NACA-RM-A51D30"
"1.2.2.2.3","NACA-RM-A51D25"
"1.2.2.2.3","NACA-RM-A51F21"
"1.2.2.2.3","NACA-RM-L51E11"
"1.2.2.2.3","NACARMA51H02"
"1.2.2.2.3","NACA-RM-A51H10"
"1.2.2.2.3","NACA-RM-L51G18"
"1.2.2.2.3","NACA-RM-L51G06"
"1.2.2.2.3","NACA-RM-L51H06"
"1.2.2.2.3","NACA-RM-L51I14"
"1.2.2.2.3","NACA-RM-L51I26"
"1.2.2.2.3","NACA-RM-A51J24"
"1.2.2.2.3","NACA-RM-L51K16"
"1.2.2.2.3","NACA-RM-L51L10"
"1.2.2.2.3","NACA-RM-L52A15"
"1.2.2.2.3","NACA-RM-L51L05"
"1.2.2.2.3","NACA-RM-L51K15"
"1.2.2.2.3","NACA-RM-L52C25"
"1.2.2.2.3","NACA-RM-L52E14a"
"1.2.2.2.3","NACA-RM-L52D16"
"1.2.2.2.3","NACA-RM-L52F11"
"1.2.2.2.3","NACA-RM-L52E14"
"1.2.2.2.3","NACA-RM-L52Glla"
"1.2.2.2.3","NACA-RM-L52G18a"
"1.2.2.2.3","NACA-RM-L52H06"
"1.2.2.2.3","NACA-RM-A52J21"
"1.2.2.2.3","NACA-RM-L52K18"
"1.2.2.2.3","NACA-RM-L52kl3"
"1.2.2.2.3","NACA-RM-L52K21a"
"1.2.2.2.3","NACA-RM-A52L02"
"1.2.2.2.3","NACA-RM-L53B04"
"1.2.2.2.3","NACA-RM-L53B25a"
"1.2.2.2.3","NACA-RM-L53D10"
"1.2.2.2.3","NACA-RM-A53E06"
"1.2.2.2.3","NACA-RM-L53F22"
"1.2.2.2.3","NACA-RM-L53G09a"
"1.2.2.2.3","NACA-RM-L53G13"
"1.2.2.2.3","NACA-RM-L53Gl4a"
"1.2.2.2.3","NACA-RM-L53G09"
"1.2.2.2.3","NACA-RM-L53G29a"
"1.2.2.2.3","NACA-RM-L53H24"
"1.2.2.2.3","NACA-RM-L53H31"
"1.2.2.2.3","NACA-RM-A53I21"
"1.2.2.2.3","NACA-RM-L53J05a"
"1.2.2.2.3","NACA-RM-A53J26"
"1.2.2.2.3","NACA-RM-L53JO2a"
"1.2.2.2.3","NACA-RM-L53J26"
"1.2.2.2.3","NACA-RM-L53K03a"
"1.2.2.2.3","NACA-RM-L53L09"
"1.2.2.2.3","NACA-RM-L53L18a"
"1.2.2.2.3","NACA-RM-A54A25"
"1.2.2.2.3","NACA-RM-A54B09"
"1.2.2.2.3","NACA-RM-L54C10"
"1.2.2.2.3","NACA-RM-L54C26"
"1.2.2.2.3","NACA-RM-L54C29"
"1.2.2.2.3","NACA-RM-L54D01"
"1.2.2.2.3","NACA-RM-L54D15a"
"1.2.2.2.3","NACA-RM-A54F18"
"1.2.2.2.3","NACA-RM-L54F08"
"1.2.2.2.3","NACARML54H11"
"1.2.2.2.3","NACA-RM-L54H12"
"1.2.2.2.3","NACA-RM-L54H23"
"1.2.2.2.3","NACA-RM-L54I09"
"1.2.2.2.3","NACA-RM-A54H26"
"1.2.2.2.3","NACA-RM-A54I21"
"1.2.2.2.3","NACA-RM-L54J28a"
"1.2.2.2.3","NACA-RM-L54K15"
"1.2.2.2.3","NACA-RM-L54K23"
"1.2.2.2.3","NACA-RM-L54L03a"
"1.2.2.2.3","NACA-RM-L54L21"
"1.2.2.2.3","NACA-RM-L55A07"
"1.2.2.2.3","NACA-RM-A55B14"
"1.2.2.2.3","NACA-RM-L55D22"
"1.2.2.2.3","NACA-RM-L55E20b"
"1.2.2.2.3","NACA-RM-L55E25a"
"1.2.2.2.3","NACA-RM-L55H05"
"1.2.2.2.3","NACA-TR-1269"
"1.2.2.2.3","NACA-TN-3605"
"1.2.2.2.3","NACA-TR-1276"
"1.2.2.2.3","NACA-RM-A52G17"
"1.2.2.2.3","NACA-RM-A55C07"
"1.2.2.2.3","NACA-RM-L55J06"
"1.2.2.2.3","NACA-RM-L55L14"
"1.2.2.2.3","NACA-RM-L56A10"
"1.2.2.2.3","NACA-RM-L56A19"
"1.2.2.2.3","NACA-TN-3730"
"1.2.2.2.3","NACA-RM-L51K23"
"1.2.2.2.3","NACA-TN-3738"
"1.2.2.2.3","NACA-TN-3812"
"1.2.2.2.3","NACA-TN-3843"
"1.2.2.2.3","NACA-TN-3857"
"1.2.2.2.3","NACA-TN-3896"
"1.2.2.2.3","NACA-TN-3911"
"1.2.2.2.3","NACA-TN-3941"
"1.2.2.2.3","NACA-TN-3845"
"1.2.2.2.3","RM-L53A09a"
"1.2.2.2.3","NACA-TN-3961"
"1.2.2.2.3","NACA-TN-3957"
"1.2.2.2.3","NACA-RM-L54G12"
"1.2.2.2.3","NACA-TN-3952"
"1.2.2.2.3","NACA-RM-L53E06"
"1.2.2.2.4","NACA-RM-L8G29"
