"ocrSubjNumR","ocrRepNo"
"1.1.2.2","NACA-RM-A7A02"
"1.1.2.2","NACA-RM-L6L03"
"1.1.2.2","NACA-TN-1303"
"1.1.2.2","NACA-RM-A7B10"
"1.1.2.2","NACA-TN-1328"
"1.1.2.2","NACA-TM-1147"
"1.1.2.2","NACA-TM-1150"
"1.1.2.2","NACA-TM-1155"
"1.1.2.2","NACA-TM-1152"
"1.1.2.2","NACA-TM-1168"
"1.1.2.2","NACA-TM-1187"
"1.1.2.2","NACA-TN-1527"
"1.1.2.2","NACA-TM-1189"
"1.1.2.2","NACA-TM-1186"
"1.1.2.2","NACA-TN-1623"
"1.1.2.2","NACA-TN-1657"
"1.1.2.2","NACA-TN-1665"
"1.1.2.2","NACA-TN-1746"
"1.1.2.2","NACA-TN-1792"
"1.1.2.2","NACA-TN-1813"
"1.1.2.2","NACA-TM-1203"
"1.1.2.2","NACA-TM-1215"
"1.1.2.2","NACA-TM-1213"
"1.1.2.2","NACA-TN-1873"
"1.1.2.2","NACA-TN-1858"
"1.1.2.2","NACA-TM-1233"
"1.1.2.2","NACA-TN-1921"
"1.1.2.3","NACA-TN-49"
"1.1.2.3","NACA-TM-111"
"1.1.2.3","NACA-TM-317"
"1.1.2.3","NACA-TM-318"
"1.1.2.3","NACA-TR-255"
"1.1.2.3","NACA-TM-805"
"1.1.2.3","NACA-TM-844"
"1.1.2.3","NACA-TM-934"
"1.1.2.3","NACA-TM-962"
"1.1.2.3","NACA-CB-3D24"
"1.1.2.3","NACA-ARR-3G13"
"1.1.2.3","NACA-WR-W-44"
"1.1.2.3","NACA-CB-4A27"
"1.1.2.3","NACA-TN-932"
"1.1.2.3","NACA-TM-1066"
"1.1.2.3","NACA-TR-808"
"1.1.2.3","NACA-ACR-L5D20"
"1.1.2.3","NACA-WR-L-713"
"1.1.2.3","NACA-ACR-L5E03"
"1.1.2.3","NACA-TN-972"
"1.1.2.3","NACA-TR-835"
"1.1.2.3","NACA-TR-841"
"1.1.2.3","NACA-TR-846"
"1.1.2.3","NACA-TN-1028"
"1.1.2.3","NACA-TN-1033"
"1.1.2.3","NACA-ACR-L6D02"
"1.1.2.3","NACA-CB-L6B26"
"1.1.2.3","NACA-WR-L-728"
"1.1.2.3","NACA-TN-995"
"1.1.2.3","NACA-TN-1081"
"1.1.2.3","NACA-TM-1101"
"1.1.2.3","NACA-TN-1115"
"1.1.2.3","NACA-TN-1096"
"1.1.2.3","NACA-TN-1114"
"1.1.2.3","NACA-TM-1133"
"1.1.2.3","NACA-TM-1100"
"1.1.2.3","NACA-TM-1122"
"1.1.2.3","NACA-TN-1225"
"1.1.2.3","NACA-TN-1168"
"1.1.2.3","NACA-TN-1303"
"1.1.2.3","NACA-TN-1319"
"1.1.2.3","NACA-RM-A7B10"
"1.1.2.3","NACA-TN-1316"
"1.1.2.3","NACA-TN-1328"
"1.1.2.3","NACA-TN-1371"
"1.1.2.3","NACA-TN-1373"
"1.1.2.3","NACA-TN-1382"
"1.1.2.3","NACA-TN-1383"
"1.1.2.3","NACA-TM-1152"
"1.1.2.3","NACA-TM-1174"
"1.1.2.3","NACA-TN-1412"
"1.1.2.3","NACA-TM-1157"
"1.1.2.3","NACA-TN-1429"
"1.1.2.3","NACA-TN-1448"
"1.1.2.3","NACA-TN-1449"
"1.1.2.3","NACA-TN-1484"
"1.1.2.3","NACA-TN-1428"
"1.1.2.3","NACA-TN-1515"
"1.1.2.3","NACA-TN-1543"
"1.1.2.3","NACA-TN-1549"
"1.1.2.3","NACA-TN-1555"
"1.1.2.3","NACA-TM-1189"
"1.1.2.3","NACA-TN-1572"
"1.1.2.3","NACA-TN-1585"
"1.1.2.3","NACA-TN-1621"
"1.1.2.3","NACA-TN-1651"
"1.1.2.3","NACA-RM-E8B02"
"1.1.2.3","NACA-TN-1613"
"1.1.2.3","NACA-TN-1659"
"1.1.2.3","NACA-RM-L7L04"
"1.1.2.3","NACA-TN-1592"
"1.1.2.3","NACA-TN-1673"
"1.1.2.3","NACA-TN-1676"
"1.1.2.3","NACA-TN-1678"
"1.1.2.3","NACA-TN-1685"
"1.1.2.3","NACA-TN-1699"
"1.1.2.3","NACA-TN-1718"
"1.1.2.3","NACA-TN-1740"
"1.1.2.3","NACA-TN-1736"
"1.1.2.3","NACA-TM-1196"
"1.1.2.3","NACA-TN-1780"
"1.1.2.3","NACA-RM-E8J12"
"1.1.2.3","NACA-TN-1768"
"1.1.2.3","NACA-TN-1808"
"1.1.2.3","NACA-TN-1809"
"1.1.2.3","NACA-TN-1816"
"1.1.2.3","NACA-TM-1199"
"1.1.2.3","NACA-TN-1821"
"1.1.2.3","NACA-TM-1211"
"1.1.2.3","NACA-TM-1215"
"1.1.2.3","NACA-TN-1849"
"1.1.2.3","NACA-TN-1857"
"1.1.2.3","NACA-TM-1230"
"1.1.2.3","NACA-TN-1875"
"1.1.2.3","NACA-TN-1878"
"1.1.2.3","NACA-TN-1858"
"1.1.2.3","NACA-TM-1238"
"1.1.2.3","NACA-TN-1925"
"1.1.3","NACA-TR-12"
"1.1.3","NACA-TR-83"
"1.1.3","NACA-TN-68"
"1.1.3","NACA-TR-139"
"1.1.3","NACA-TN-84"
"1.1.3","NACA-TN-102"
"1.1.3","NACA-TN-121"
"1.1.3","NACA-TN-129"
"1.1.3","NACA-TM-310"
"1.1.3","NACA-TM-395"
"1.1.3","NACA-TM-364"
"1.1.3","NACA-TM-367"
"1.1.3","NACA-TM-388"
"1.1.3","NACA-TM-413"
"1.1.3","NACA-TM-452"
"1.1.3","NACA-TM-472"
"1.1.3","NACA-TN-312"
"1.1.3","NACA-TM-534"
"1.1.3","NACA-TM-555"
"1.1.3","NACA-TM-567"
"1.1.3","NACA-TM-585"
"1.1.3","NACA-TN-354"
"1.1.3","NACA-TM-600"
"1.1.3","NACA-TM-679"
"1.1.3","NACA-TM-751"
"1.1.3","NACA-TR-527"
"1.1.3","NACA-TN-544"
"1.1.3","NACA-TR-562"
"1.1.3","NACA-TM-822"
"1.1.3","NACA-TN-613"
"1.1.3","NACA-TM-842"
"1.1.3","NACA-TN-693"
"1.1.3","NACA-TM-935"
"1.1.3","NACA-TM-952"
"1.1.3","NACA-TM-959"
"1.1.3","NACA-WR-L-322"
"1.1.3","NACA-TM-974"
"1.1.3","NACA-WR-L-532"
"1.1.3","NACA-TM-986"
"1.1.3","NACA-TM-988"
"1.1.3","NACA-TM-996"
"1.1.3","NACA-TM-1000"
"1.1.3","NACA-TN-841"
"1.1.3","NACA-TM-1009"
"1.1.3","NACA-TM-1029"
"1.1.3","NACA-TM-1032"
"1.1.3","NACA-TM-1037"
"1.1.3","NACA-TM-1039"
"1.1.3","NACA-TN-891"
"1.1.3","NACA-TM-1044"
"1.1.3","NACA-WR-W-8"
"1.1.3","NACA-ACR-3H30"
"1.1.3","NACA-WR-W-107"
"1.1.3","NACA-TR-793"
"1.1.3","NACA-ACR-L4G14"
"1.1.3","NACA-WR-L-16"
"1.1.3","NACA-TM-1070"
"1.1.3","NACA-WR-W-87"
"1.1.3","NACA-TN-1114"
"1.1.3","NACA-TM-1111"
"1.1.3","NACA-RM-A7A02"
"1.1.3","NACA-TN-1371"
"1.1.3","NACA-TM-1156"
"1.1.3","NACA-TN-1623"
"1.1.3.1","NACA-TR-504"
"1.1.3.1","NACA-TM-792"
"1.1.3.1","NACA-TM-844"
"1.1.3.1","NACA-TR-652"
"1.1.3.1","NACA-WR-L-507"
"1.1.3.1","NACA-WR-L-319"
"1.1.3.1","NACA-TM-1017"
"1.1.3.1","NACA-WR-L-661"
"1.1.3.1","NACA-WR-A-40"
"1.1.3.1","NACA-ACR-4B05"
"1.1.3.1","NACA-ACR-4B29"
"1.1.3.1","NACA-WR-L-521"
"1.1.3.1","NACA-TM-1070"
"1.1.3.1","NACA-ACR-L5J29a"
"1.1.3.1","NACA-WR-L-48"
"1.1.3.1","NACA-TM-1092"
"1.1.3.1","NACA-TN-1115"
"1.1.3.1","NACA-TR-884"
"1.1.3.1","NACA-TN-1255"
"1.1.3.1","NACA-TN-1168"
"1.1.3.1","NACA-TN-1196"
"1.1.3.1","NACA-RM-A7B06"
"1.1.3.1","NACA-TN-1227"
"1.1.3.1","NACA-TN-1360"
"1.1.3.1","NACA-TN-1336"
"1.1.3.1","NACA-TN-1384"
"1.1.3.1","NACA-RM-A7B24"
"1.1.3.1","NACA-TM-1181"
"1.1.3.1","NACA-TM-1185"
"1.1.3.1","NACA-TN-1479"
"1.1.3.1","NACA-TM-1180"
"1.1.3.1","NACA-TM-1189"
"1.1.3.1","NACA-RM-L7L15"
"1.1.3.1","NACA-TN-1623"
"1.1.3.1","NACA-TN-1644"
"1.1.3.1","NACA-TN-1453"
"1.1.3.1","NACA-TN-1704"
"1.1.3.1","NACA-TN-1805"
"1.1.3.1","NACA-TN-1800"
"1.1.3.1","NACA-TM-1216"
"1.1.3.1","NACA-TM-1205"
"1.1.3.1","NACA-TM-1217"
"1.1.3.1","NACA-TM-1229"
"1.1.3.1","NACA-TN-1894"
"1.1.3.1","NACA-TN-1905"
"1.1.3.1","NACA-TN-1929"
"1.1.3.2","NACA-TR-144"
"1.1.3.2","NACA-TN-191"
"1.1.3.2","NACA-TR-231"
"1.1.3.2","NACA-TR-342"
"1.1.3.2","NACA-TR-392"
"1.1.3.2","NACA-TM-609"
"1.1.3.2","NACA-TM-611"
"1.1.3.2","NACA-TM-625"
"1.1.3.2","NACA-TN-380"
"1.1.3.2","NACA-TM-653"
"1.1.3.2","NACA-TM-699"
"1.1.3.2","NACA-TM-720"
"1.1.3.2","NACA-TR-546"
"1.1.3.2","NACA-TM-791"
"1.1.3.2","NACA-TR-581"
"1.1.3.2","NACA-TM-823"
"1.1.3.2","NACA-TM-844"
"1.1.3.2","NACA-TN-671"
"1.1.3.2","NACA-TR-652"
"1.1.3.2","NACA-TM-903"
"1.1.3.2","NACA-WR-L-507"
"1.1.3.2","NACA-TM-951"
"1.1.3.2","NACA-WR-L-319"
"1.1.3.2","NACA-TM-1008"
"1.1.3.2","NACA-TN-892"
"1.1.3.2","NACA-TM-1047"
"1.1.3.2","NACA-TM-1053"
"1.1.3.2","NACA-ACR-4B05"
"1.1.3.2","NACA-TN-963"
"1.1.3.2","NACA-TM-1085"
"1.1.3.2","NACA-TM-1079"
"1.1.3.2","NACA-ACR-5K27"
"1.1.3.2","NACA-WR-W-86"
"1.1.3.2","NACA-TN-1081"
"1.1.3.2","NACA-TM-1092"
"1.1.3.2","NACA-TM-1096"
"1.1.3.2","NACA-TM-1110"
"1.1.3.2","NACA-TN-1168"
"1.1.3.2","NACA-RM-A7B06"
"1.1.3.2","NACA-TN-1311"
"1.1.3.2","NACA-TN-1384"
"1.1.3.2","NACA-RM-A7B24"
"1.1.3.2","NACA-TN-1257"
"1.1.3.2","NACA-TN-1479"
"1.1.3.2","NACA-TM-1137"
"1.1.3.2","NACA-TM-1185"
"1.1.3.2","NACA-TN-1471"
"1.1.3.2","NACA-TM-1180"
"1.1.3.2","NACA-TM-1189"
"1.1.3.2","NACA-TN-1623"
"1.1.3.2","NACA-TN-1453"
"1.1.3.2","NACA-TN-1704"
"1.1.3.2","NACA-TM-1218"
"1.1.3.2","NACA-TN-1857"
"1.1.3.2","NACA-TM-1229"
"1.1.3.2","NACA-TN-1894"
"1.1.3.2","NACA-TN-1923"
"1.1.3.3","NACA-TM-667"
"1.1.3.3","NACA-TM-789"
"1.1.3.3","NACA-ACR-3L23"
"1.1.3.3","NACA-WR-W-94"
"1.1.3.3","NACA-TM-1058"
"1.1.3.3","NACA-TM-1063"
"1.1.3.3","NACA-ACR-4H24"
"1.1.3.3","NACA-WR-W-90"
"1.1.3.3","NACA-TM-1096"
"1.1.3.3","NACA-TM-1133"
"1.1.3.3","NACA-TM-1155"
"1.1.3.3","NACA-TN-1615"
"1.1.3.3","NACA-TN-1644"
"1.1.3.3","NACA-TM-1217"
"1.1.3.3","NACA-TM-1218"
"1.1.3.3","NACA-TN-1857"
"1.1.3.3","NACA-TN-1865"
"1.1.3.3","NACA-TM-1214"
"1.1.3.3","NACA-TN-1929"
"1.1.4","NACA-TM-614"
"1.1.4","NACA-TM-799"
"1.1.4","NACA-WR-L-386"
"1.1.4","NACA-RB-3J30"
"1.1.4","NACA-WR-L-298"
"1.1.4","NACA-TM-1053"
"1.1.4","NACA-ACR-3L23"
"1.1.4","NACA-WR-W-94"
"1.1.4","NACA-ARR-4A22"
"1.1.4","NACA-WR-L-457"
"1.1.4","NACA-ACR-4H24"
"1.1.4","NACA-WR-W-90"
"1.1.4","NACA-TN-1494"
"1.1.4","NACA-TN-1419"
"1.1.4.1","NACA-TM-883"
"1.1.4.1","NACA-TM-1000"
"1.1.4.1","NACA-TM-1032"
"1.1.4.1","NACA-ARR-5G13"
"1.1.4.1","NACA-WR-A-8"
"1.1.4.1","NACA-TN-1114"
"1.1.4.1","NACA-TN-1178"
"1.1.4.1","NACA-TN-1300"
"1.1.4.1","NACA-TN-1472"
"1.1.4.1","NACA-TN-1675"
"1.1.4.1","NACA-TN-1724"
"1.1.4.1","NACA-TN-1725"
"1.1.4.2","NACA-TR-403"
"1.1.4.2","NACA-TM-690"
"1.1.4.2","NACA-TN-799"
"1.1.4.2","NACA-WR-L-232"
"1.1.4.2","NACA-TM-1032"
"1.1.4.2","NACA-TM-1037"
"1.1.4.2","NACA-WR-L-609"
"1.1.4.2","NACA-WR-W-14"
"1.1.4.2","NACA-TM-1044"
"1.1.4.2","NACA-TM-1045"
"1.1.4.2","NACA-TM-1047"
"1.1.4.2","NACA-TM-1054"
"1.1.4.2","NACA-TR-764"
"1.1.4.2","NACA-ARR-L4C16"
"1.1.4.2","NACA-WR-L-179"
"1.1.4.2","NACA-ACR-L4I23"
"1.1.4.2","NACA-WR-L-6"
"1.1.4.2","NACA-TR-830"
"1.1.4.2","NACA-TR-831"
"1.1.4.2","NACA-TN-1112"
"1.1.4.2","NACA-TN-1114"
"1.1.4.2","NACA-TN-1178"
"1.1.4.2","NACA-TM-1174"
"1.1.4.2","NACA-TN-1300"
"1.1.4.2","NACA-TM-1183"
"1.1.4.2","NACA-TN-1472"
"1.1.4.2","NACA-TN-1494"
"1.1.4.2","NACA-TN-1495"
"1.1.4.2","NACA-TN-1577"
"1.1.4.2","NACA-TN-1451"
"1.1.4.2","NACA-TN-1682"
"1.1.4.2","NACA-TN-1453"
"1.1.4.2","NACA-TN-1724"
"1.1.4.2","NACA-TN-1725"
"1.1.4.2","NACA-TM-1218"
"1.1.4.2","NACA-TM-1229"
"1.1.4.2","NACA-RM-E9D12"
"1.1.4.3","NACA-TM-614"
"1.1.4.3","NACA-TN-799"
"1.1.4.3","NACA-WR-A-40"
"1.1.4.3","NACA-ACR-L4I23"
"1.1.4.3","NACA-WR-L-6"
"1.1.4.3","NACA-TR-831"
"1.1.4.3","NACA-ACR-E5A29"
"1.1.4.3","NACA-WR-E-88"
"1.1.4.3","NACA-TN-985"
"1.1.4.3","NACA-TM-1131"
"1.1.4.3","NACA-TN-1196"
"1.1.4.3","NACA-TM-1174"
"1.1.4.3","NACA-TN-1362"
"1.1.4.3","NACA-TM-1106"
"1.1.4.3","NACA-TN-1472"
"1.1.4.3","NACA-TN-1419"
"1.1.4.3","NACA-TN-1577"
"1.1.4.3","NACA-RM-E7L31"
"1.1.4.3","NACA-RM-L8F18"
"1.1.4.3","NACA-RM-E8L03"
"1.1.4.3","NACA-RM-E9D12"
"1.1.5","NACA-TN-1900"
"1.1.5.1","NACA-RM-L9C02"
"1.1.5.2","NACA-TN-1682"
"1.1.5.2","NACA-TN-1821"
"1.2","NACA-TM-654"
"1.2","NACA-ACR-3L03"
"1.2","NACA-WR-L390"
"1.2","NACA-TN-1484"
"1.2.1","NACA-TM-323"
"1.2.1","NACA-TR-244"
"1.2.1","NACA-TR-286"
"1.2.1","NACA-TR-628"
"1.2.1","NACA-TM-901"
"1.2.1","NACA-TM-1052"
"1.2.1","NACA-TM-1088"
"1.2.1","NACA-TM-1095"
"1.2.1","NACA-TN-1371"
"1.2.1","NACA-TN-1632"
"1.2.1","NACA-TN-1741"
"1.2.1","NACA-TN-1934"
"1.2.1.1","NACA-TR-28"
"1.2.1.1","NACA-TN-10"
"1.2.1.1","NACA-TR-116"
"1.2.1.1","NACA-TM-10"
"1.2.1.1","NACA-TN-73"
"1.2.1.1","NACA-TR-142"
"1.2.1.1","NACA-TM-180"
"1.2.1.1","NACA-TN-122"
"1.2.1.1","NACA-TR-191"
"1.2.1.1","NACA-TM-252"
"1.2.1.1","NACA-TR-213"
