"ocrSubjNumR","ocrRepNo"
"1.1.2.3","NACARML52B12"
"1.1.2.3","NACA-RM-L52C13"
"1.1.2.3","NACARML52F10"
"1.1.2.3","NACARML52J21a"
"1.1.2.3","NACA-RM-L52J23a"
"1.1.2.3","NACA-RM-L52K06"
"1.1.2.3","NACA-RM-L53A13"
"1.1.2.3","NACA-RM-A53B02"
"1.1.2.3","NACA-RM-L53C02"
"1.1.2.3","NACA-RM-L53C31"
"1.1.2.3","NACARML53F11"
"1.1.2.3","NACA-RM-A53H18a"
"1.1.2.3","NACA-RM-L53H21"
"1.1.2.3","NACA-TR-1175"
"1.1.2.3","NACA-TN-2895"
"1.1.2.3","NACA-TR-1183"
"1.1.2.3","NACA-TN-2982"
"1.1.2.3","NACA-TR-1194"
"1.1.2.3","NACA-TN-3173"
"1.1.2.3","NACA-RM-L53K12"
"1.1.2.3","NACA-RM-L53L08a"
"1.1.2.3","NACA-RM-L54A14"
"1.1.2.3","NACA-RM-L54A29a"
"1.1.2.3","NACA-RM-L54B15a"
"1.1.2.3","NACA-RM-L54D06"
"1.1.2.3","WITHANDWITHOUTFINS"
"1.1.2.3","NACA-RM-L54I03"
"1.1.2.3","NACA-TR-1227"
"1.1.2.3","NACARM-L7J10"
"1.1.2.3","NACA-TR-1233"
"1.1.2.3","NACA-TN-3255"
"1.1.2.3","NACA-TR-1236"
"1.1.2.3","RMA51I20:-TN-3345"
"1.1.2.3","NACA-TR-1249"
"1.1.2.3","NACA-TN-2811"
"1.1.2.3","NACA-RM-E55D07b"
"1.1.2.3","NACA-TN-3461"
"1.1.2.3","NACA-TN-3499"
"1.1.2.3","NACA-TN-3298"
"1.1.2.3","NACA-TN-3421"
"1.1.2.3","NACA-TN-3465"
"1.1.2.3","NACA-TN-3472"
"1.1.2.3","NACA-TN-3507"
"1.1.2.3","NACA-TN-3509"
"1.1.2.3","NACA-TN-3478"
"1.1.2.3","NACA-TN-3487"
"1.1.2.3","NACA-TN-3535"
"1.1.2.3","NACA-TN-3485"
"1.1.2.3","NACA-TN-3533"
"1.1.2.3","NACA-TN-3559"
"1.1.2.3","NACA-TN-3601"
"1.1.2.3","NACA-TN-3527"
"1.1.2.3","NACA-TN-3545"
"1.1.2.3","NACA-TN-3589"
"1.1.2.3","NACA-TN-3614"
"1.1.2.3","NACA-TN-3530"
"1.1.2.3","NACA-TN-3606"
"1.1.2.3","NACA-TN-3666"
"1.1.2.3","NACA-RM-A51K27;A52D24"
"1.1.2.3","NACA-TN-3555"
"1.1.2.3","NACA-TN-3609"
"1.1.2.3","NACA-TN-3617"
"1.1.2.3","NACA-TN-3626"
"1.1.2.3","NACA-TN-3653"
"1.1.2.3","NACA-TN-3659"
"1.1.2.3","NACA-TN-3634"
"1.1.2.3","EbenePlattengitterbeiUberschallgeschwindigkeit"
"1.1.2.3","NACA-TM-1369"
"1.1.2.3","NACA-TN-3546"
"1.1.2.3","NACA-TN-3708"
"1.1.2.3","NACA-RM-L53l29b"
"1.1.2.3","NACA-TN-3718"
"1.1.2.3","NACA-TN-3721"
"1.1.3","NACA-RM-A50L07"
"1.1.3","NACA-RM-A51G13"
"1.1.3","NACA-RM-E51I25"
"1.1.3","NACARML52F10"
"1.1.3","NACA-TR-1175"
"1.1.3","NACA-TN-2895"
"1.1.3","NACA-TR-1191"
"1.1.3","NACA-TN-2913"
"1.1.3","NACA-RM-L54Bl5a"
"1.1.3","NACA-RM-L54H09"
"1.1.3","NACA-TN-3486"
"1.1.3","NACA-TN-3519"
"1.1.3","NACA-TN-3562"
"1.1.3","NACA-TN-3568"
"1.1.3","NACA-TN-3575"
"1.1.3","NACA-TN-3596"
"1.1.3","NACA-TN-3651"
"1.1.3","NACA-TM-1398"
"1.1.3","NACA-TN-3555"
"1.1.3","NACA-TN-3653"
"1.1.3","NACA-TN-3659"
"1.1.3","NACA-TM-1400"
"1.1.3","NACA-TN-3715"
"1.1.3","NACA-RM-A53E01"
"1.1.3","NACA-TN-3716"
"1.1.3","NACARM-A54H23"
"1.1.3","NACA-RM-A55L14"
"1.1.3","NACA-TN-3277"
"1.1.3","NACA-TN-3719"
"1.1.3.1","NACA-RM-L51D17"
"1.1.3.1","NACA-RM-L52J2U"
"1.1.3.1","NACA-RM-L53H21"
"1.1.3.1","WITHANDWITHOUTFINS"
"1.1.3.1","NACA-RM-L54I03"
"1.1.3.1","NACA-TR-1229"
"1.1.3.1","NACA-TN-3151"
"1.1.3.1","NACA-TR-1240"
"1.1.3.1","NACA-TN-3165and-TN-3166"
"1.1.3.1","NACA-TN-3458"
"1.1.3.1","NACA-TN-3507"
"1.1.3.1","NACA-TN-3508"
"1.1.3.1","NACA-TN-3509"
"1.1.3.1","NACA-TN-3513"
"1.1.3.1","NACA-TN-3489"
"1.1.3.1","NACA-TN-3505"
"1.1.3.1","NACA-TN-3569"
"1.1.3.1","NACA-TN-3571"
"1.1.3.1","NACA-TN-3559"
"1.1.3.1","NACA-TN-3588"
"1.1.3.1","NACA-TN-3601"
"1.1.3.1","NACA-TM-1415"
"1.1.3.1","NACA-TN-3651"
"1.1.3.1","NACA-TN-3546"
"1.1.3.1","NACA-TN-3648"
"1.1.3.1","NACA-TN-3712"
"1.1.3.1","NACA-TN-3708"
"1.1.3.1","NACA-RM-L53I29b"
"1.1.3.2","NACA-RM-L52J21a"
"1.1.3.2","NACA-RM-L53C02"
"1.1.3.2","NACA-RM-L53D23"
"1.1.3.2","NACA-RM-L53H21"
"1.1.3.2","NACA-TR-1174"
"1.1.3.2","NACA-TN-2954"
"1.1.3.2","NACA-TR-1201"
"1.1.3.2","NACARM-L9H10"
"1.1.3.2","NACA-RM-L9K10"
"1.1.3.2","NACA-RM-L50C02a"
"1.1.3.2","NACA-RM-L53K30"
"1.1.3.2","NACA-RM-E51L26"
"1.1.3.2","NACA-RM-L54D06"
"1.1.3.2","NACA-TR-1210"
"1.1.3.2","NACA-TN-3145"
"1.1.3.2","NACA-TR-1233"
"1.1.3.2","NACA-TN-3255"
"1.1.3.2","NACA-TR-1240"
"1.1.3.2","NACA-TN-3165and-TN-3166"
"1.1.3.2","NACA-RM-E55D07b"
"1.1.3.2","NACA-TN-3461"
"1.1.3.2","NACA-TN-3456"
"1.1.3.2","NACA-TN-3509"
"1.1.3.2","NACA-TN-3488"
"1.1.3.2","NACA-TN-3489"
"1.1.3.2","NACA-TN-3505"
"1.1.3.2","NACA-TN-3535"
"1.1.3.2","NACA-TN-3561"
"1.1.3.2","NACA-TM-1377"
"1.1.3.2","NACA-TN-3570"
"1.1.3.2","NACA-TN-3575"
"1.1.3.2","NACA-TN-3583"
"1.1.3.2","NACA-TN-3599"
"1.1.3.2","NACA-TN-3601"
"1.1.3.2","NACA-TN-3627"
"1.1.3.2","NACA-TN-3546"
"1.1.3.2","NACA-TN-3712"
"1.1.3.2","NACA-TN-3277"
"1.1.3.2","NACA-TN-3696"
"1.1.3.2","NACA-TN-3719"
"1.1.3.2","NACA-TN-3721"
"1.1.3.3","NACARML9K09"
"1.1.3.3","NACA-RM-E51L19"
"1.1.3.3","NACA-RM-E55E17a"
"1.1.3.3","NACA-TN-3561"
"1.1.3.3","NACA-TN-3573"
"1.1.3.3","NACA-TN-3590"
"1.1.3.3","NACA-TN-3591"
"1.1.4","NACA-RM-L54H09"
"1.1.4","NACA-TR-1240"
"1.1.4","NACA-TN-3165and-TN-3166"
"1.1.4","NACA-TN-3562"
"1.1.4","NACA-TN-3594"
"1.1.4","NACA-TN-3653"
"1.1.4","NACA-RM-56D27"
"1.1.4.1","NACA-RM-L53E26a"
"1.1.4.1","NACA-RM-L53E27"
"1.1.4.1","NACA-RM-L53E27a"
"1.1.4.1","NACA-TN-3509"
"1.1.4.1","NACA-TN-3513"
"1.1.4.1","NACA-TN-3699"
"1.1.4.2","NACA-RM-E51H23"
"1.1.4.2","NACA-RM-E52H07"
"1.1.4.2","NACA-TR-1175"
"1.1.4.2","NACA-TN-2895"
"1.1.4.2","NACA-RM-L53L08a"
"1.1.4.2","NACA-RM-L54D06"
"1.1.4.2","NACA-TR-1220"
"1.1.4.2","NACA-RM-E51F22"
"1.1.4.2","NACA-TR-1229"
"1.1.4.2","NACA-TN-3151"
"1.1.4.2","NACA-TN-3461"
"1.1.4.2","NACA-TN-3455"
"1.1.4.2","NACA-TN-3458"
"1.1.4.2","NACA-TN-3508"
"1.1.4.2","NACA-TN-3513"
"1.1.4.2","NACA-TN-3562"
"1.1.4.2","NACA-TN-3563"
"1.1.4.2","NACA-TN-3570"
"1.1.4.2","NACA-TN-3559"
"1.1.4.2","NACA-TN-3588"
"1.1.4.2","NACA-TN-3599"
"1.1.4.2","NACA-TN-3652"
"1.1.4.2","NACA-RM-E52E16"
"1.1.4.2","NACA-TN-3623"
"1.1.4.2","NACA-RM-L51A18"
"1.1.4.3","NACA-RM-E9H19"
"1.1.4.3","NACA-TN-3411"
"1.1.5","NACA-TN-3298"
"1.1.5.1","NACA-TR-1175"
"1.1.5.1","NACA-TN-2895"
"1.2","NACA-RM-L53C02"
"1.2","NACA-TR-1249"
"1.2","NACA-TN-2811"
"1.2","Sullateoriadellesuperficlportantl"
"1.2","NACA-TM-1386"
"1.2.1","NACA-RM-A54A07"
"1.2.1.1","NACA-TR-1217"
"1.2.1.1","NACA-TN-3096"
"1.2.1.1","NACA-TN-3499"
"1.2.1.2","NACA-TN-3524"
"1.2.1.2.1","NACA-RM-L52G08a"
"1.2.1.2.1","NACA-RM-A52L16a"
"1.2.1.2.1","NACA-TR-1176"
"1.2.1.2.1","NACA-TN-2908"
"1.2.1.2.1","NACA-RM-A54E10"
"1.2.1.2.1","NACA-TN-3607"
"1.2.1.2.2","NACA-RM-L7F30"
"1.2.1.2.2","NACA-RM-L53E28"
"1.2.1.2.2","NACA-RM-L53F08"
"1.2.1.2.2","NACA-TR-1183"
"1.2.1.2.2","NACA-TN-2982"
"1.2.1.2.2","NACA-TR-1217"
"1.2.1.2.2","NACA-TN-3096"
"1.2.1.2.2","NACA-TN-3607"
"1.2.1.2.2","NACA-TN-3626"
"1.2.1.2.2","NACA-TN-3650"
"1.2.1.2.2","NACA-RM-L50F01"
"1.2.1.2.3","NACA-RM-L9D12"
"1.2.1.2.3","NACA-RM-A53B02"
"1.2.1.2.3","NACA-RM-L54B22"
"1.2.1.2.3","NACA-TN-3504"
"1.2.1.2.3","NACA-RM-A52D17"
"1.2.1.2.3","NACA-TN-3607"
"1.2.1.2.3","NACA-TN-3650"
"1.2.1.2.3","NACA-RM-L50F01"
"1.2.1.2.5","NACA-TR-1215"
"1.2.1.2.5","NACA-TN-2903"
"1.2.1.2.5","NACA-TN-2904"
"1.2.1.2.5","NACA-RM-E53D23"
"1.2.1.2.5","NACA-TN-3586"
"1.2.1.2.5","NACA-TN-3564"
"1.2.1.3","NACA-RM-L7F30"
"1.2.1.3","NACA-RM-L51D13"
"1.2.1.3","NACA-TN-3503"
"1.2.1.3","NACA-RM-A9H11"
"1.2.1.3","NACA-TN-3505"
"1.2.1.3","NACA-TN-3548"
"1.2.1.3","NACA-RM-L50E19a"
"1.2.1.3","NACA-TN-3550"
"1.2.1.3","NACA-RM-L50F26"
"1.2.1.3","NACA-TN-3626"
"1.2.1.5.1","NACA-RM-L8A28c"
"1.2.1.5.1","NACARML52F10"
"1.2.1.5.1","NACA-RM-L53E04"
"1.2.1.5.2","NACA-RM-L53K18"
"1.2.1.6","NACA-RM-L51D17"
"1.2.1.6","NACA-TN-3524"
"1.2.1.6","NACA-TN-3571"
"1.2.1.6","NACA-RM-E55K07"
"1.2.1.6","NACA-RM-A55L14"
"1.2.1.6.1","NACA-TN-3473"
"1.2.1.6.1","NACA-TN-3505"
"1.2.1.6.2","NACA-TN-3601"
"1.2.1.6.2","NACA-TN-3596"
"1.2.1.6.2","NACA-TN-3669"
"1.2.1.7","NACA-RM-A53B02"
"1.2.1.7","NACA-RM-A54A07"
"1.2.1.7","NACA-TN-3473"
"1.2.1.7","NACA-TN-3505"
"1.2.1.8","NACA-RM-L8G21"
"1.2.1.8","NACA-RM-L51E02a"
"1.2.1.8","NACA-RM-L52E29"
"1.2.1.8","NACA-RM-A53B02"
"1.2.1.8","NACA-RM-L53E04"
"1.2.1.8","NACA-RM-A54A07"
"1.2.1.8","NACA-RM-L54B22"
"1.2.1.8","NACA-TR-1217"
"1.2.1.8","NACA-TN-3096"
"1.2.1.8","NACA-TN-3473"
"1.2.1.8","NACA-TN-3607"
"1.2.1.8","NACA-TN-3626"
"1.2.1.9","NACA-RM-A54A07"
"1.2.1.9","NACA-TN-3662"
"1.2.2","NACA-RM-A50E10"
"1.2.2","NACARML51D17"
"1.2.2","NACA-RM-L53L24b"
"1.2.2","NACA-RM-L55G26a"
"1.2.2.1","NACA-RM-L50G14b"
"1.2.2.1","NACA-RM-A51C13"
"1.2.2.1","NACA-RM-A51L17"
"1.2.2.1","NACA-RM-A53A15"
"1.2.2.1","NACA-TR-1176"
"1.2.2.1","NACA-TN-2908"
"1.2.2.1","NACA-TR-1208"
"1.2.2.1","NACA-RM-L51G30"
"1.2.2.1","NACA-RM-L54F23"
"1.2.2.1","NACA-TR-1226"
"1.2.2.1","NACA-RM-L51F08"
"1.2.2.1","NACA-TR-1230"
"1.2.2.1","NACA-TN-3286"
"1.2.2.1","NACA-TR-1253"
"1.2.2.1","RM-A51L17b"
"1.2.2.1","NACA-RM-A53G31"
"1.2.2.1","NACA-TN-3499"
"1.2.2.1","NACA-TN-3421"
"1.2.2.1","NACA-TN-3500"
"1.2.2.1","NACA-TN-3533"
"1.2.2.1","NACA-TN-3528"
"1.2.2.1","NACA-TN-3628"
"1.2.2.1","NACA-TN-3674"
"1.2.2.1","NACA-RM-A54J07"
"1.2.2.1","NACA-TN-3673"
"1.2.2.1","NACARM-A54F28"
"1.2.2.1","NACA-TN-3720"
"1.2.2.1","NACA-TN-3697"
"1.2.2.2","NACA-RM-L50C01"
"1.2.2.2","NACA-RM-L50H28"
"1.2.2.2","NACA-RM-L51B23"
"1.2.2.2","NACARML51C16"
"1.2.2.2","NACA-RM-L51H14"
"1.2.2.2","NACA-RM-L52D22a"
"1.2.2.2","NACA-RM-L53E06"
"1.2.2.2","NACA-RM-L53E26"
"1.2.2.2","NACA-RM-A54B18"
"1.2.2.2","NACA-TR-1226"
"1.2.2.2","NACA-RM-L51F08"
"1.2.2.2","NACA-TR-1238"
"1.2.2.2","NACA-RM-L9D07"
"1.2.2.2","NACA-TN-3628"
"1.2.2.2.1","NACA-RM-A7J02"
"1.2.2.2.1","NACA-RM-A51C13"
"1.2.2.2.1","NACA-RM-L51D17"
"1.2.2.2.1","NACA-RM-A51D27"
"1.2.2.2.1","NACA-RM-L51F15"
"1.2.2.2.1","NACA-RM-A52D01"
"1.2.2.2.1","NACA-RM-A52F16"
"1.2.2.2.1","NACA-RM-L52F02a"
"1.2.2.2.1","NACA-RM-L52F30"
"1.2.2.2.1","NACA-RM-A53B02"
"1.2.2.2.1","NACA-RM-L53F24"
"1.2.2.2.1","NACA-TR-1176"
"1.2.2.2.1","NACA-TN-2908"
"1.2.2.2.1","NACA-RM-L53L14"
"1.2.2.2.1","NACA-RM-A53L17"
"1.2.2.2.1","NACA-RM-L54B25"
"1.2.2.2.1","NACA-TR-1253"
"1.2.2.2.1","RM-A51L17b"
"1.2.2.2.1","NACA-RM-A53G31"
"1.2.2.2.1","NACA-TN-3501"
"1.2.2.2.1","NACA-TN-3502"
"1.2.2.2.1","NACA-TN-3504"
"1.2.2.2.1","NACA-RM-A52D17"
"1.2.2.2.1","NACA-TN-3503"
"1.2.2.2.1","NACA-RM-A9H11"
"1.2.2.2.1","NACA-TN-3469"
"1.2.2.2.1","NACA-TN-3548"
"1.2.2.2.1","NACA-RM-L50El9a"
"1.2.2.2.1","NACA-TN-3550"
"1.2.2.2.1","NACA-RM-L50F26"
"1.2.2.2.1","NACA-TN-3529"
"1.2.2.2.1","NACA-RM-A53129"
"1.2.2.2.1","NACA-TN-3671"
"1.2.2.2.2","NACA-RM-L7F30"
"1.2.2.2.2","NACA-RM-A50F06"
"1.2.2.2.2","NACA-RM-A50J26a"
"1.2.2.2.2","NACA-RM-A51C27"
"1.2.2.2.2","NACA-RM-L51F11"
"1.2.2.2.2","NACA-RM-L52A29"
"1.2.2.2.2","NACA-RM-L52G14"
"1.2.2.2.2","NACA-RM-L52G08a"
"1.2.2.2.2","NACA-RM-L52L18"
"1.2.2.2.2","NACA-RM-L53A13"
"1.2.2.2.2","NACA-RM-A53C19"
"1.2.2.2.2","NACA-RM-A53D14"
"1.2.2.2.2","NACA-RM-L53F24"
"1.2.2.2.2","NACA-TR-1199"
"1.2.2.2.2","NACA-TN-3035"
"1.2.2.2.2","NACA-RM-L53L14"
"1.2.2.2.2","NACA-RM-L54B25"
"1.2.2.2.2","NACA-TR-1228"
"1.2.2.2.2","NACA-TN-3014"
"1.2.2.2.2","NACA-TR-1253"
"1.2.2.2.2","RM-A51L17b"
"1.2.2.2.2","NACA-RM-A53G31"
"1.2.2.2.2","NACA-RM-H55A11"
"1.2.2.2.2","NACA-TN-3501"
"1.2.2.2.2","NACA-TN-3502"
"1.2.2.2.2","NACA-TN-3504"
"1.2.2.2.2","NACA-RM-A52D17"
"1.2.2.2.2","NACA-TN-3472"
"1.2.2.2.2","NACA-TN-3497"
"1.2.2.2.2","RM-A51G31a"
"1.2.2.2.2","NACA-TN-3500"
"1.2.2.2.2","NACA-TN-3481"
"1.2.2.2.2","NACA-TN-3522"
"1.2.2.2.2","NACA-TN-3476"
"1.2.2.2.2","NACA-TN-3469"
"1.2.2.2.2","NACA-TN-3529"
"1.2.2.2.2","NACA-RM-A53I29"
"1.2.2.2.2","NACA-TN-3605"
"1.2.2.2.2","NACA-TN-3614"
"1.2.2.2.2","NACA-TN-3622"
"1.2.2.2.2","NACA-TN-3628"
"1.2.2.2.2","NACA-TN-3639"
"1.2.2.2.2","NACA-TN-3649"
"1.2.2.2.2","NACA-TN-3673"
"1.2.2.2.2","NACARM-A54F28"
"1.2.2.2.2","NACA-TN-3671"
"1.2.2.2.2","NACA-TN-3697"
"1.2.2.2.2","NACA-TN-3740"
"1.2.2.2.2","NACA-RM-L8L30"
"1.2.2.2.3","NACA-RM-L7F30"
"1.2.2.2.3","NACA-RM-A7J02"
"1.2.2.2.3","NACA-RM-A7K28"
"1.2.2.2.3","NACA-RM-L8I08"
"1.2.2.2.3","NACA-RM-L8J12"
"1.2.2.2.3","NACA-RM-A9F14"
"1.2.2.2.3","NACA-RM-L50H08"
"1.2.2.2.3","NACARML50J09"
"1.2.2.2.3","NACA-RM-L50K06"
"1.2.2.2.3","NACA-RM-L50J25"
"1.2.2.2.3","NACA-RM-A50J26a"
"1.2.2.2.3","NACA-RM-L50K29"
"1.2.2.2.3","NACA-RM-L51A11"
"1.2.2.2.3","NACA-RM-A51B21"
"1.2.2.2.3","NACA-RM-L51D18a"
"1.2.2.2.3","NACA-RM-L51D26"
"1.2.2.2.3","NACA-RM-L51D13"
"1.2.2.2.3","NACA-RM-L51F11"
"1.2.2.2.3","NACA-RM-L51C30"
"1.2.2.2.3","NACA-RM-A51D27"
"1.2.2.2.3","NACARML51C16"
"1.2.2.2.3","NACA-RM-L51F07"
"1.2.2.2.3","NACA-RM-L51F13"
"1.2.2.2.3","NACA-RM-L51F15"
"1.2.2.2.3","NACA-RM-A51H10a"
"1.2.2.2.3","NACA-RM-L51D25*"
"1.2.2.2.3","NACA-RM-L51H03"
"1.2.2.2.3","NACA-RM-L5lH13a"
"1.2.2.2.3","NACA-RM-L51H14"
"1.2.2.2.3","NACA-RM-LSIJ08"
"1.2.2.2.3","NACA-RM-L51K02"
"1.2.2.2.3","NACA-RM-A51L03"
"1.2.2.2.3","NACA-RM-A52A17"
"1.2.2.2.3","NACA-RM-L52C13"
"1.2.2.2.3","NACA-RM-A52B20"
"1.2.2.2.3","NACA-RM-A52D01"
"1.2.2.2.3","NACA-RM-L52D01"
"1.2.2.2.3","NACA-RM-L52D18"
"1.2.2.2.3","NACA-RM-L52D24b"
"1.2.2.2.3","NACA-RM-L52G14"
"1.2.2.2.3","NACA-RM-A52F18"
"1.2.2.2.3","NACA-RM-A52G17"
"1.2.2.2.3","NACA-RM-L52G08a"
"1.2.2.2.3","NACA-RM-L52I23"
"1.2.2.2.3","NACA-RM-L52J03"
"1.2.2.2.3","NACA-RM-L52K12"
"1.2.2.2.3","NACA-RM-A52K13"
"1.2.2.2.3","NACA-RM-A52L16"
"1.2.2.2.3","NACA-RM-L52K18b"
"1.2.2.2.3","NACA-RM-L52L18"
"1.2.2.2.3","NACA-RM-L53A09b"
"1.2.2.2.3","NACA-RM-L53A09c"
"1.2.2.2.3","NACA-RM-A52K20"
"1.2.2.2.3","NACA-RM-L52L05"
"1.2.2.2.3","NACA-RM-L53A13"
"1.2.2.2.3","NACA-RM-A52L15"
"1.2.2.2.3","NACA-RM-L53C23"
"1.2.2.2.3","NACA-RM-A53D14"
"1.2.2.2.3","NACA-RM-A53D21"
"1.2.2.2.3","NACA-RM-L53D08"
"1.2.2.2.3","NACA-RM-L53E06"
"1.2.2.2.3","NACA-RM-L53F09"
"1.2.2.2.3","NACA-RM-A53E12"
"1.2.2.2.3","NACA-RM-A53F23"
"1.2.2.2.3","NACA-RM-L53H18"
"1.2.2.2.3","NACA-RM-L53I09a"
"1.2.2.2.3","NACA-RM-L53I11"
"1.2.2.2.3","NACA-RM-L53Il8b"
"1.2.2.2.3","NACA-RM-L53J01a"
"1.2.2.2.3","NACA-RM-L53J09a"
"1.2.2.2.3","NACA-RM-L53J29"
"1.2.2.2.3","NACA-TR-1199"
"1.2.2.2.3","NACA-TN-3035"
"1.2.2.2.3","NACA-TR-1203"
"1.2.2.2.3","NACARM-L50K07"
"1.2.2.2.3","NACA-RM-L51H17"
"1.2.2.2.3","NACA-RM-L53L14"
"1.2.2.2.3","NACA-RM-A53J07"
"1.2.2.2.3","NACA-RM-L54A11"
"1.2.2.2.3","NACA-RM-L54A22"
"1.2.2.2.3","NACA-RM-L54B08"
"1.2.2.2.3","NACA-RM-A53L29"
"1.2.2.2.3","NACA-RM-L54B25"
"1.2.2.2.3","NACA-RM-L54D13"
"1.2.2.2.3","NACA-RM-L54F24"
"1.2.2.2.3","NACA-TR-1218"
"1.2.2.2.3","NACA-TN-2487"
"1.2.2.2.3","NACA-TR-1224"
"1.2.2.2.3","NACA-TN-3063"
"1.2.2.2.3","NACA-TR-1227"
"1.2.2.2.3","NACARM-L7J10"
"1.2.2.2.3","NACA-TR-1237"
"1.2.2.2.3","NACA-RM-H55A11"
"1.2.2.2.3","NACA-RM-H55C07"
"1.2.2.2.3","NACA-RM-A55C07"
"1.2.2.2.3","NACA-TN-3468"
"1.2.2.2.3","NACA-TN-3497"
"1.2.2.2.3","RM-A51G31a"
"1.2.2.2.3","NACA-TN-3500"
"1.2.2.2.3","NACA-TN-3473"
"1.2.2.2.3","NACA-TN-3523"
"1.2.2.2.3","NACA-RM-A51J18"
"1.2.2.2.3","NACA-TN-3476"
"1.2.2.2.3","NACA-TN-3469"
"1.2.2.2.3","NACA-TN-3551"
"1.2.2.2.3","NACA-TN-3605"
"1.2.2.2.3","NACA-TN-3622"
"1.2.2.2.3","NACA-TN-3628"
"1.2.2.2.3","NACA-TN-3674"
